"Points:0","Points:1","Points:2","U:0","U:1","U:2","arc_length","k","nut","omega","p","wallShearStress:0","wallShearStress:1","wallShearStress:2","yPlus"
0.57999998,0,0.0049999999,0,0,0,0.57999998,1.434545,3.4478951e-05,4927.6553,0.61998498,-0.43178499,-0.0001749955,0,71.005051
0.58200002,0,0.0049999999,0,0,0,0.58200002,1.4335949,3.4466502e-05,4926.0249,0.61634552,-0.4314855,-0.00017478099,0,70.981552
0.58399999,0,0.0049999999,0,0,0,0.58399999,1.4326501,3.44541e-05,4924.4053,0.61271399,-0.4311865,-0.00017345999,0,70.958153
0.58600003,0,0.0049999999,0,0,0,0.58600003,1.43171,3.4441749e-05,4922.79,0.60908949,-0.43089199,-0.0001721445,0,70.934853
0.588,0,0.0049999999,0,0,0,0.588,1.4307749,3.4429453e-05,4921.1797,0.60547251,-0.4305985,-0.000171576,0,70.911697
0.58999997,0,0.0049999999,0,0,0,0.58999997,1.4298451,3.44172e-05,4919.585,0.6018635,-0.43030548,-0.0001706425,0,70.888649
0.59200001,0,0.0049999999,0,0,0,0.59200001,1.42892,3.4404999e-05,4917.9951,0.59826201,-0.430015,-0.000169714,0,70.8657
0.59399998,0,0.0049999999,0,0,0,0.59399998,1.428,3.4392851e-05,4916.4102,0.59466755,-0.42972499,-0.0001691605,0,70.842896
0.59600002,0,0.0049999999,0,0,0,0.59600002,1.4270849,3.4380799e-05,4914.8301,0.59108055,-0.429436,-0.000168242,0,70.820198
0.59799999,0,0.0049999999,0,0,0,0.59799999,1.426175,3.4368801e-05,4913.2598,0.58750105,-0.42914999,-0.00016695901,0,70.7976
0.60000002,0,0.0049999999,0,0,0,0.60000002,1.4252651,3.435685e-05,4911.7002,0.58392853,-0.42886651,-0.0001664205,0,70.775002
0.602,0,0.0049999999,0,0,0,0.602,1.42436,3.434495e-05,4910.1396,0.58036351,-0.42858151,-0.000165887,0,70.752548
0.60399997,0,0.0049999999,0,0,0,0.60399997,1.42346,3.4333098e-05,4908.5898,0.57680601,-0.42829901,-0.0001646195,0,70.730202
0.60600001,0,0.0049999999,0,0,0,0.60600001,1.422565,3.43213e-05,4907.0498,0.57325554,-0.42801899,-0.0001640955,0,70.707947
0.60799998,0,0.0049999999,0,0,0,0.60799998,1.421675,3.4309549e-05,4905.5146,0.56971204,-0.42773747,-0.00016357651,0,70.685852
0.61000001,0,0.0049999999,0,0,0,0.61000001,1.42079,3.4297849e-05,4903.9854,0.566176,-0.42745849,-0.0001623235,0,70.663849
0.61199999,0,0.0049999999,0,0,0,0.61199999,1.41991,3.42862e-05,4902.46,0.56264746,-0.4271825,-0.000161444,0,70.641953
0.61400002,0,0.0049999999,0,0,0,0.61400002,1.419035,3.4274599e-05,4900.9453,0.55912602,-0.426907,-0.00016093851,0,70.620193
0.616,0,0.0049999999,0,0,0,0.616,1.41816,3.4263052e-05,4899.4399,0.55561149,-0.42663199,-0.000160069,0,70.59845
0.61799997,0,0.0049999999,0,0,0,0.61799997,1.41729,3.42516e-05,4897.9399,0.552104,-0.42636049,-0.0001592035,0,70.576797
0.62,0,0.0049999999,0,0,0,0.62,1.416425,3.4240147e-05,4896.4453,0.54860348,-0.42608851,-0.000158711,0,70.555252
0.62199998,0,0.0049999999,0,0,0,0.62199998,1.41556,3.4228749e-05,4894.9551,0.54511046,-0.42581701,-0.000157855,0,70.533707
0.62400001,0,0.0049999999,0,0,0,0.62400001,1.414705,3.4217399e-05,4893.4697,0.54162455,-0.42554849,-0.000157003,0,70.512405
0.62599999,0,0.0049999999,0,0,0,0.62599999,1.4138551,3.4206099e-05,4891.9951,0.53814501,-0.42528051,-0.0001565235,0,70.491196
0.62800002,0,0.0049999999,0,0,0,0.62800002,1.413005,3.4194851e-05,4890.5249,0.53467298,-0.42501301,-0.00015568049,0,70.470001
0.63,0,0.0049999999,0,0,0,0.63,1.4121599,3.4183598e-05,4889.0601,0.53120804,-0.424748,-0.00015484201,0,70.448898
0.63200003,0,0.0049999999,0,0,0,0.63200003,1.41132,3.4172452e-05,4887.6001,0.52774954,-0.42448401,-0.00015437551,0,70.427948
0.634,0,0.0049999999,0,0,0,0.634,1.41048,3.4161349e-05,4886.1504,0.52429801,-0.42422003,-0.00015354549,0,70.406998
0.63599998,0,0.0049999999,0,0,0,0.63599998,1.4096451,3.41503e-05,4884.7051,0.52085352,-0.42395851,-0.00015271999,0,70.386154
0.63800001,0,0.0049999999,0,0,0,0.63800001,1.408815,3.4139302e-05,4883.2646,0.517416,-0.42369801,-0.000151898,0,70.365448
0.63999999,0,0.0049999999,0,0,0,0.63999999,1.407985,3.4128301e-05,4881.8301,0.51398551,-0.4234395,-0.00015107999,0,70.344696
0.64200002,0,0.0049999999,0,0,0,0.64200002,1.40716,3.4117351e-05,4880.3999,0.51056147,-0.4231815,-0.0001506345,0,70.324051
0.64399999,0,0.0049999999,0,0,0,0.64399999,1.40634,3.4106451e-05,4878.98,0.50714451,-0.42292452,-0.0001498255,0,70.303543
0.64600003,0,0.0049999999,0,0,0,0.64600003,1.405525,3.4095603e-05,4877.5649,0.50373453,-0.4226695,-0.00014901999,0,70.283203
0.648,0,0.0049999999,0,0,0,0.648,1.4047101,3.4084798e-05,4876.1553,0.50033104,-0.42241502,-0.000148586,0,70.262848
0.64999998,0,0.0049999999,0,0,0,0.64999998,1.4038999,3.4074052e-05,4874.7451,0.496934,-0.42216152,-0.00014815651,0,70.242599
0.65200001,0,0.0049999999,0,0,0,0.65200001,1.403095,3.4063349e-05,4873.3447,0.49354351,-0.4219085,-0.000147731,0,70.22245
0.65399998,0,0.0049999999,0,0,0,0.65399998,1.4022901,3.4052653e-05,4871.9551,0.49015999,-0.42165548,-0.00014694199,0,70.202301
0.65600002,0,0.0049999999,0,0,0,0.65600002,1.40149,3.4042001e-05,4870.5649,0.4867835,-0.42140502,-0.00014578999,0,70.182251
0.65799999,0,0.0049999999,0,0,0,0.65799999,1.4006951,3.40314e-05,4869.1802,0.48341352,-0.421157,-0.00014500899,0,70.162354
0.66000003,0,0.0049999999,0,0,0,0.66000003,1.399905,3.402085e-05,4867.7998,0.48005003,-0.42090949,-0.0001445985,0,70.142593
0.662,0,0.0049999999,0,0,0,0.662,1.3991151,3.4010351e-05,4866.4248,0.47669351,-0.420663,-0.00014419199,0,70.122803
0.66399997,0,0.0049999999,0,0,0,0.66399997,1.39833,3.3999851e-05,4865.0601,0.47334349,-0.4204165,-0.00014378899,0,70.103104
0.66600001,0,0.0049999999,0,0,0,0.66600001,1.3975451,3.39894e-05,4863.7002,0.47,-0.42017001,-0.000143023,0,70.083405
0.66799998,0,0.0049999999,0,0,0,0.66799998,1.396765,3.3979049e-05,4862.3398,0.466663,-0.419927,-0.0001422615,0,70.06385
0.67000002,0,0.0049999999,0,0,0,0.67000002,1.3959899,3.3968703e-05,4860.9902,0.463332,-0.41968399,-0.00014187,0,70.044403
0.67199999,0,0.0049999999,0,0,0,0.67199999,1.395215,3.3958349e-05,4859.645,0.46000803,-0.41944098,-0.000141116,0,70.024948
0.67400002,0,0.0049999999,0,0,0,0.67400002,1.3944449,3.3948101e-05,4858.2998,0.45669049,-0.41920149,-0.0001403655,0,70.005646
0.676,0,0.0049999999,0,0,0,0.676,1.3936801,3.3937853e-05,4856.9648,0.45337951,-0.4189615,-0.00013998451,0,69.98645
0.67799997,0,0.0049999999,0,0,0,0.67799997,1.392915,3.3927652e-05,4855.6348,0.450075,-0.418722,-0.0001392415,0,69.967255
0.68000001,0,0.0049999999,0,0,0,0.68000001,1.3921499,3.3917502e-05,4854.3101,0.44677651,-0.41848552,-0.000138502,0,69.948051
0.68199998,0,0.0049999999,0,0,0,0.68199998,1.3913951,3.3907352e-05,4852.9902,0.44348502,-0.41824901,-0.00013813199,0,69.929047
0.68400002,0,0.0049999999,0,0,0,0.68400002,1.39064,3.389725e-05,4851.6699,0.4402,-0.4180125,-0.00013776499,0,69.910049
0.68599999,0,0.0049999999,0,0,0,0.68599999,1.3898849,3.3887198e-05,4850.355,0.436921,-0.4177765,-0.0001374015,0,69.891098
0.68800002,0,0.0049999999,0,0,0,0.68800002,1.38914,3.3877201e-05,4849.0498,0.43364799,-0.4175415,-0.000136676,0,69.872345
0.69,0,0.0049999999,0,0,0,0.69,1.3883951,3.38672e-05,4847.75,0.43038151,-0.41730851,-0.00013558849,0,69.8536
0.69199997,0,0.0049999999,0,0,0,0.69199997,1.38765,3.385725e-05,4846.4502,0.42712152,-0.4170785,-0.00013487,0,69.8349
0.69400001,0,0.0049999999,0,0,0,0.69400001,1.38691,3.3847347e-05,4845.1548,0.423868,-0.41684902,-0.0001348855,0,69.816254
0.69599998,0,0.0049999999,0,0,0,0.69599998,1.38617,3.3837499e-05,4843.8701,0.42062098,-0.41661751,-0.000134539,0,69.7976
0.69800001,0,0.0049999999,0,0,0,0.69800001,1.385435,3.3827699e-05,4842.5898,0.41737998,-0.41638851,-0.00013383001,0,69.779099
0.69999999,0,0.0049999999,0,0,0,0.69999999,1.3847051,3.3817902e-05,4841.3101,0.41414499,-0.41615951,-0.00013349,0,69.760696
0.70200002,0,0.0049999999,0,0,0,0.70200002,1.383975,3.3808101e-05,4840.0352,0.410916,-0.41593099,-0.000132788,0,69.742302
0.704,0,0.0049999999,0,0,0,0.704,1.38325,3.3798351e-05,4838.7646,0.40769351,-0.41570503,-0.000132089,0,69.724045
0.70599997,0,0.0049999999,0,0,0,0.70599997,1.38253,3.3788652e-05,4837.5,0.40447751,-0.41547951,-0.000131758,0,69.705902
0.708,0,0.0049999999,0,0,0,0.708,1.3818099,3.3778997e-05,4836.2402,0.40126753,-0.4152545,-0.000131065,0,69.687752
0.70999998,0,0.0049999999,0,0,0,0.70999998,1.38109,3.37694e-05,4834.98,0.39806351,-0.415032,-0.0001303755,0,69.669601
0.71200001,0,0.0049999999,0,0,0,0.71200001,1.380375,3.3759803e-05,4833.7251,0.39486599,-0.4148095,-0.00013005349,0,69.65155
0.71399999,0,0.0049999999,0,0,0,0.71399999,1.379665,3.3750199e-05,4832.48,0.39167452,-0.41458699,-0.00012973399,0,69.633652
0.71600002,0,0.0049999999,0,0,0,0.71600002,1.378955,3.3740653e-05,4831.2402,0.38848901,-0.4143655,-0.0001294175,0,69.615753
0.71799999,0,0.0049999999,0,0,0,0.71799999,1.378245,3.373115e-05,4830,0.38530952,-0.41414401,-0.00012873951,0,69.597794
0.72000003,0,0.0049999999,0,0,0,0.72000003,1.37754,3.3721699e-05,4828.7646,0.38213599,-0.41392499,-0.00012806451,0,69.580002
0.722,0,0.0049999999,0,0,0,0.722,1.37684,3.3712298e-05,4827.5352,0.37896901,-0.41370702,-0.0001277565,0,69.562347
0.72399998,0,0.0049999999,0,0,0,0.72399998,1.37614,3.3702901e-05,4826.3101,0.37580749,-0.41348898,-0.000127451,0,69.544647
0.72600001,0,0.0049999999,0,0,0,0.72600001,1.37544,3.3693501e-05,4825.0898,0.37265199,-0.41327101,-0.000126784,0,69.526947
0.72799999,0,0.0049999999,0,0,0,0.72799999,1.374745,3.3684148e-05,4823.8701,0.36950299,-0.41305548,-0.0001261195,0,69.509399
0.73000002,0,0.0049999999,0,0,0,0.73000002,1.374055,3.3674849e-05,4822.6548,0.3663595,-0.41284049,-0.00012582151,0,69.491951
0.73199999,0,0.0049999999,0,0,0,0.73199999,1.373365,3.3665601e-05,4821.4448,0.363222,-0.412626,-0.00012516251,0,69.474503
0.73400003,0,0.0049999999,0,0,0,0.73400003,1.3726799,3.365635e-05,4820.2402,0.360091,-0.41241348,-0.00012487,0,69.457199
0.736,0,0.0049999999,0,0,0,0.736,1.372,3.3647098e-05,4819.04,0.35696548,-0.41219899,-0.0001249435,0,69.439949
0.73799998,0,0.0049999999,0,0,0,0.73799998,1.371315,3.3637953e-05,4817.8398,0.35384601,-0.41198549,-0.000124292,0,69.4226
0.74000001,0,0.0049999999,0,0,0,0.74000001,1.370635,3.3628799e-05,4816.645,0.35073251,-0.41177398,-0.00012327899,0,69.405396
0.74199998,0,0.0049999999,0,0,0,0.74199998,1.3699601,3.361965e-05,4815.4551,0.34762448,-0.4115645,-0.00012263199,0,69.388298
0.74400002,0,0.0049999999,0,0,0,0.74400002,1.369285,3.3610551e-05,4814.27,0.34452248,-0.411356,-0.000122714,0,69.371201
0.74599999,0,0.0049999999,0,0,0,0.74599999,1.368615,3.36015e-05,4813.0898,0.34142649,-0.41114599,-0.000122435,0,69.354248
0.74800003,0,0.0049999999,0,0,0,0.74800003,1.367945,3.35925e-05,4811.9102,0.3383365,-0.41093799,-0.000121795,0,69.337296
0.75,0,0.0049999999,0,0,0,0.75,1.367275,3.3583499e-05,4810.7349,0.33525199,-0.41073048,-0.00012152,0,69.320297
0.75199997,0,0.0049999999,0,0,0,0.75199997,1.3666101,3.3574499e-05,4809.5649,0.33217299,-0.410523,-0.000120884,0,69.303452
0.75400001,0,0.0049999999,0,0,0,0.75400001,1.36595,3.356555e-05,4808.3999,0.32910001,-0.41031748,-0.00012025049,0,69.286697
0.75599998,0,0.0049999999,0,0,0,0.75599998,1.3652899,3.3556651e-05,4807.2402,0.326033,-0.41011298,-0.000119982,0,69.269943
0.75800002,0,0.0049999999,0,0,0,0.75800002,1.36463,3.3547753e-05,4806.0801,0.322972,-0.4099085,-0.000119715,0,69.253197
0.75999999,0,0.0049999999,0,0,0,0.75999999,1.363975,3.3538898e-05,4804.9248,0.31991649,-0.40970451,-0.00011945,0,69.236549
0.76200002,0,0.0049999999,0,0,0,0.76200002,1.36332,3.3530101e-05,4803.7754,0.31686652,-0.40950102,-0.000119187,0,69.219955
0.764,0,0.0049999999,0,0,0,0.764,1.3626649,3.3521297e-05,4802.625,0.31382251,-0.4092975,-0.000118563,0,69.203354
0.76599997,0,0.0049999999,0,0,0,0.76599997,1.36202,3.3512501e-05,4801.48,0.31078398,-0.40909648,-0.0001179405,0,69.186951
0.76800001,0,0.0049999999,0,0,0,0.76800001,1.3613751,3.3503748e-05,4800.3398,0.307751,-0.40889549,-0.0001176825,0,69.170547
0.76999998,0,0.0049999999,0,0,0,0.76999998,1.3607299,3.3495053e-05,4799.2051,0.3047235,-0.40869498,-0.000117064,0,69.154152
0.77200001,0,0.0049999999,0,0,0,0.77200001,1.36009,3.3486351e-05,4798.0752,0.30170202,-0.40849701,-0.000116447,0,69.137901
0.77399999,0,0.0049999999,0,0,0,0.77399999,1.3594501,3.3477649e-05,4796.9448,0.29868603,-0.408299,-0.0001165565,0,69.121651
0.77600002,0,0.0049999999,0,0,0,0.77600002,1.3588099,3.3469001e-05,4795.8198,0.29567552,-0.408099,-0.00011666751,0,69.105347
0.778,0,0.0049999999,0,0,0,0.778,1.35817,3.3460401e-05,4794.7002,0.29267099,-0.4078995,-0.000115693,0,69.08905
0.77999997,0,0.0049999999,0,0,0,0.77999997,1.357535,3.3451848e-05,4793.5801,0.28967148,-0.40770501,-0.0001147205,0,69.072906
0.78200001,0,0.0049999999,0,0,0,0.78200001,1.356905,3.3443299e-05,4792.4648,0.28667748,-0.40751049,-0.000114836,0,69.0569
0.78399998,0,0.0049999999,0,0,0,0.78399998,1.3562751,3.343475e-05,4791.355,0.2836895,-0.407314,-0.00011459101,0,69.040848
0.78600001,0,0.0049999999,0,0,0,0.78600001,1.3556499,3.3426251e-05,4790.2451,0.280707,-0.40711999,-0.0001139855,0,69.024948
0.78799999,0,0.0049999999,0,0,0,0.78799999,1.3550251,3.3417749e-05,4789.1396,0.27772951,-0.40692598,-0.000113743,0,69.009048
0.79000002,0,0.0049999999,0,0,0,0.79000002,1.3543999,3.3409298e-05,4788.04,0.2747575,-0.4067325,-0.000113502,0,68.993103
0.792,0,0.0049999999,0,0,0,0.792,1.35378,3.3400902e-05,4786.9404,0.27179098,-0.4065395,-0.0001132625,0,68.977295
0.79400003,0,0.0049999999,0,0,0,0.79400003,1.3531599,3.3392498e-05,4785.8447,0.26883,-0.4063465,-0.0001126625,0,68.961502
0.796,0,0.0049999999,0,0,0,0.796,1.352545,3.3384102e-05,4784.7549,0.26587451,-0.40615553,-0.0001120635,0,68.945847
0.79799998,0,0.0049999999,0,0,0,0.79799998,1.3519299,3.3375749e-05,4783.665,0.26292449,-0.405965,-0.0001118275,0,68.930206
0.80000001,0,0.0049999999,0,0,0,0.80000001,1.351315,3.3367451e-05,4782.5801,0.25998002,-0.40577549,-0.000111593,0,68.914505
0.80199999,0,0.0049999999,0,0,0,0.80199999,1.3507049,3.3359152e-05,4781.5,0.2570405,-0.405586,-0.00011135951,0,68.898949
0.80400002,0,0.0049999999,0,0,0,0.80400002,1.350095,3.3350851e-05,4780.4199,0.25410649,-0.40539598,-0.0001107655,0,68.8834
0.80599999,0,0.0049999999,0,0,0,0.80599999,1.3494899,3.33426e-05,4779.3447,0.251178,-0.4052085,-0.000110173,0,68.86795
0.80800003,0,0.0049999999,0,0,0,0.80800003,1.3488851,3.33344e-05,4778.2754,0.24825451,-0.40502149,-0.0001099435,0,68.852501
0.81,0,0.0049999999,0,0,0,0.81,1.34828,3.33262e-05,4777.2051,0.2453365,-0.40483499,-0.000109715,0,68.837051
0.81199998,0,0.0049999999,0,0,0,0.81199998,1.3476801,3.3318e-05,4776.1396,0.24242401,-0.40464848,-0.000109487,0,68.821747
0.81400001,0,0.0049999999,0,0,0,0.81400001,1.34708,3.3309851e-05,4775.0801,0.2395165,-0.40446201,-0.0001088995,0,68.80645
0.81599998,0,0.0049999999,0,0,0,0.81599998,1.3464849,3.3301752e-05,4774.02,0.236614,-0.40427852,-0.0001083135,0,68.791245
0.81800002,0,0.0049999999,0,0,0,0.81800002,1.34589,3.3293651e-05,4772.9648,0.23371699,-0.40409499,-0.000108089,0,68.776047
0.81999999,0,0.0049999999,0,0,0,0.81999999,1.345295,3.3285549e-05,4771.915,0.2308255,-0.4039115,-0.0001078655,0,68.760849
0.82200003,0,0.0049999999,0,0,0,0.82200003,1.344705,3.3277502e-05,4770.8652,0.2279385,-0.40372849,-0.00010764301,0,68.74575
0.824,0,0.0049999999,0,0,0,0.824,1.344115,3.3269451e-05,4769.8198,0.2250565,-0.40354499,-0.0001074215,0,68.730652
0.82599998,0,0.0049999999,0,0,0,0.82599998,1.3435249,3.32614e-05,4768.7749,0.2221805,-0.40336198,-0.00010720101,0,68.715546
0.82800001,0,0.0049999999,0,0,0,0.82800001,1.3429401,3.3253451e-05,4767.7354,0.21930951,-0.40318,-0.000106621,0,68.7006
0.82999998,0,0.0049999999,0,0,0,0.82999998,1.342355,3.3245502e-05,4766.7002,0.216443,-0.403,-0.0001060425,0,68.685654
0.83200002,0,0.0049999999,0,0,0,0.83200002,1.3417699,3.3237549e-05,4765.665,0.21358201,-0.4028205,-0.0001058255,0,68.6707
0.83399999,0,0.0049999999,0,0,0,0.83399999,1.34119,3.3229648e-05,4764.6348,0.21072599,-0.402641,-0.0001056085,0,68.655853
0.83600003,0,0.0049999999,0,0,0,0.83600003,1.340615,3.322175e-05,4763.605,0.207875,-0.4024615,-0.000105393,0,68.641098
0.838,0,0.0049999999,0,0,0,0.838,1.34004,3.3213852e-05,4762.5801,0.2050295,-0.402282,-0.0001048185,0,68.626404
0.83999997,0,0.0049999999,0,0,0,0.83999997,1.339465,3.3206001e-05,4761.5596,0.20218851,-0.402105,-0.0001046045,0,68.611702
0.84200001,0,0.0049999999,0,0,0,0.84200001,1.3388901,3.3198201e-05,4760.54,0.1993525,-0.40192699,-0.00010475201,0,68.596954
0.84399998,0,0.0049999999,0,0,0,0.84399998,1.338315,3.3190401e-05,4759.5249,0.19652149,-0.40174848,-0.00010418,0,68.582199
0.84600002,0,0.0049999999,0,0,0,0.84600002,1.337745,3.3182601e-05,4758.5146,0.1936955,-0.40157199,-0.000103609,0,68.567596
0.84799999,0,0.0049999999,0,0,0,0.84799999,1.33718,3.3174852e-05,4757.5049,0.1908745,-0.40139651,-0.0001030395,0,68.553146
0.85000002,0,0.0049999999,0,0,0,0.85000002,1.3366151,3.3167147e-05,4756.4951,0.1880585,-0.40122351,-0.0001024705,0,68.538651
0.852,0,0.0049999999,0,0,0,0.852,1.33605,3.3159398e-05,4755.4902,0.18524751,-0.40104949,-0.000102622,0,68.524155
0.85399997,0,0.0049999999,0,0,0,0.85399997,1.33549,3.31517e-05,4754.4902,0.182441,-0.40087402,-0.000102415,0,68.509796
0.85600001,0,0.0049999999,0,0,0,0.85600001,1.3349299,3.314405e-05,4753.4902,0.1796395,-0.40070149,-0.0001018485,0,68.495399
0.85799998,0,0.0049999999,0,0,0,0.85799998,1.33437,3.3136399e-05,4752.4951,0.17684251,-0.400529,-0.00010164249,0,68.481049
0.86000001,0,0.0049999999,0,0,0,0.86000001,1.33381,3.3128752e-05,4751.5,0.17405051,-0.4003565,-0.000101438,0,68.466705
0.86199999,0,0.0049999999,0,0,0,0.86199999,1.3332551,3.3121098e-05,4750.5098,0.1712635,-0.40018401,-0.0001012345,0,68.452454
0.86400002,0,0.0049999999,0,0,0,0.86400002,1.3327,3.3113552e-05,4749.5249,0.16848099,-0.40001202,-0.0001006725,0,68.438202
0.866,0,0.0049999999,0,0,0,0.866,1.332145,3.3106e-05,4748.54,0.16570351,-0.39984199,-0.000100111,0,68.42395
0.86799997,0,0.0049999999,0,0,0,0.86799997,1.3315949,3.3098448e-05,4747.5596,0.16293049,-0.39967251,-9.9909899e-05,0,68.409851
0.87,0,0.0049999999,0,0,0,0.87,1.331045,3.309095e-05,4746.5801,0.160162,-0.3995035,-9.9709796e-05,0,68.395706
0.87199998,0,0.0049999999,0,0,0,0.87199998,1.3305,3.3083452e-05,4745.5996,0.15739849,-0.39933449,-9.9510406e-05,0,68.381653
0.87400001,0,0.0049999999,0,0,0,0.87400001,1.329955,3.307595e-05,4744.625,0.15463951,-0.39916551,-9.9311852e-05,0,68.367653
0.87599999,0,0.0049999999,0,0,0,0.87599999,1.32941,3.30685e-05,4743.6553,0.151885,-0.39899701,-9.9113997e-05,0,68.353653
0.87800002,0,0.0049999999,0,0,0,0.87800002,1.3288701,3.3061049e-05,4742.6851,0.14913499,-0.39882851,-9.8917051e-05,0,68.339752
0.88,0,0.0049999999,0,0,0,0.88,1.32833,3.3053599e-05,4741.7202,0.1463895,-0.39866,-9.8362201e-05,0,68.325897
0.88200003,0,0.0049999999,0,0,0,0.88200003,1.32779,3.3046199e-05,4740.7598,0.143649,-0.39849401,-9.7808348e-05,0,68.31205
0.884,0,0.0049999999,0,0,0,0.884,1.32725,3.303885e-05,4739.7998,0.14091301,-0.39832848,-9.7614298e-05,0,68.298149
0.88599998,0,0.0049999999,0,0,0,0.88599998,1.32671,3.3031502e-05,4738.8398,0.138181,-0.39816302,-9.74211e-05,0,68.284248
0.88800001,0,0.0049999999,0,0,0,0.88800001,1.326175,3.3024153e-05,4737.8848,0.13545349,-0.39799801,-9.7228505e-05,0,68.270447
0.88999999,0,0.0049999999,0,0,0,0.88999999,1.325645,3.3016848e-05,4736.9351,0.1327305,-0.3978335,-9.6678203e-05,0,68.256805
0.89200002,0,0.0049999999,0,0,0,0.89200002,1.325115,3.300955e-05,4735.9849,0.13001201,-0.39767051,-9.612905e-05,0,68.243149
0.89399999,0,0.0049999999,0,0,0,0.89399999,1.324585,3.3002252e-05,4735.0352,0.12729749,-0.39750749,-9.6297546e-05,0,68.2295
0.89600003,0,0.0049999999,0,0,0,0.89600003,1.324055,3.2994998e-05,4734.0898,0.12458749,-0.39734301,-9.6323405e-05,0,68.215851
0.898,0,0.0049999999,0,0,0,0.898,1.323525,3.2987751e-05,4733.1504,0.121882,-0.39717948,-9.563355e-05,0,68.202194
0.89999998,0,0.0049999999,0,0,0,0.89999998,1.323,3.2980497e-05,4732.21,0.11918,-0.39701802,-9.5195355e-05,0,68.188698
0.90200001,0,0.0049999999,0,0,0,0.90200001,1.32248,3.2973301e-05,4731.2754,0.1164825,-0.39685649,-9.5044503e-05,0,68.175301
0.90399998,0,0.0049999999,0,0,0,0.90399998,1.321955,3.2966149e-05,4730.3398,0.1137895,-0.396696,-9.4751405e-05,0,68.161751
0.90600002,0,0.0049999999,0,0,0,0.90600002,1.32143,3.2958997e-05,4729.4053,0.11110049,-0.39653552,-9.449495e-05,0,68.148201
0.90799999,0,0.0049999999,0,0,0,0.90799999,1.320915,3.2951852e-05,4728.4746,0.108415,-0.396375,-9.4239353e-05,0,68.134949
0.91000003,0,0.0049999999,0,0,0,0.91000003,1.3204,3.294475e-05,4727.5498,0.1057335,-0.3962155,-9.3984505e-05,0,68.121651
0.912,0,0.0049999999,0,0,0,0.912,1.31988,3.2937649e-05,4726.625,0.1030565,-0.39605647,-9.36945e-05,0,68.1082
0.91399997,0,0.0049999999,0,0,0,0.91399997,1.319365,3.2930548e-05,4725.7002,0.10038325,-0.39589751,-9.3369847e-05,0,68.094955
0.91600001,0,0.0049999999,0,0,0,0.91600001,1.318855,3.292345e-05,4724.7852,0.097713694,-0.39573902,-9.3081544e-05,0,68.081802
0.91799998,0,0.0049999999,0,0,0,0.91799998,1.3183451,3.29164e-05,4723.8701,0.095047951,-0.39558101,-9.2829796e-05,0,68.068604
0.92000002,0,0.0049999999,0,0,0,0.92000002,1.317835,3.29094e-05,4722.9551,0.092385903,-0.3954235,-9.2579052e-05,0,68.05545
0.92199999,0,0.0049999999,0,0,0,0.92199999,1.317325,3.2902401e-05,4722.0449,0.089727446,-0.39526701,-9.2293107e-05,0,68.042297
0.92400002,0,0.0049999999,0,0,0,0.92400002,1.316815,3.2895401e-05,4721.1348,0.087072551,-0.39511099,-9.2008049e-05,0,68.029099
0.926,0,0.0049999999,0,0,0,0.926,1.3163099,3.2888398e-05,4720.2251,0.084421203,-0.3949545,-9.1759604e-05,0,68.016052
0.92799997,0,0.0049999999,0,0,0,0.92799997,1.315805,3.2881449e-05,4719.3203,0.081773251,-0.39479852,-9.1475849e-05,0,68.002998
0.93000001,0,0.0049999999,0,0,0,0.93000001,1.3153,3.2874501e-05,4718.4199,0.079128549,-0.39464349,-9.1192749e-05,0,67.989944
0.93199998,0,0.0049999999,0,0,0,0.93199998,1.3148,3.2867552e-05,4717.52,0.076487049,-0.39448899,-9.0946254e-05,0,67.977051
0.93400002,0,0.0049999999,0,0,0,0.93400002,1.3143001,3.2860647e-05,4716.6201,0.073848695,-0.394335,-9.0700501e-05,0,67.964096
0.93599999,0,0.0049999999,0,0,0,0.93599999,1.3138,3.285375e-05,4715.7246,0.071213305,-0.39418101,-9.0419351e-05,0,67.951157
0.93800002,0,0.0049999999,0,0,0,0.93800002,1.3133,3.2846903e-05,4714.8301,0.068580747,-0.3940275,-9.0138899e-05,0,67.938248
0.94,0,0.0049999999,0,0,0,0.94,1.3128049,3.2840049e-05,4713.9399,0.065950997,-0.3938745,-8.9894806e-05,0,67.925446
0.94199997,0,0.0049999999,0,0,0,0.94199997,1.31231,3.2833203e-05,4713.0547,0.063323796,-0.393722,-8.96153e-05,0,67.912643
0.94400001,0,0.0049999999,0,0,0,0.94400001,1.311815,3.28264e-05,4712.165,0.060699001,-0.39357048,-8.9336245e-05,0,67.899849
0.94599998,0,0.0049999999,0,0,0,0.94599998,1.3113251,3.28196e-05,4711.2803,0.058076501,-0.393419,-8.9093504e-05,0,67.887146
0.94800001,0,0.0049999999,0,0,0,0.94800001,1.310835,3.2812852e-05,4710.3999,0.055456102,-0.39326799,-8.88512e-05,0,67.874451
0.94999999,0,0.0049999999,0,0,0,0.94999999,1.3103449,3.28061e-05,4709.52,0.052837551,-0.39311749,-8.8573302e-05,0,67.861755
0.95200002,0,0.0049999999,0,0,0,0.95200002,1.309855,3.2799351e-05,4708.645,0.05022065,-0.39296749,-8.8296001e-05,0,67.849045
0.954,0,0.0049999999,0,0,0,0.954,1.30937,3.279265e-05,4707.77,0.04760525,-0.39281797,-8.8054556e-05,0,67.836502
